OBJECTID,VACCINATION_DATE,County,DailyFirstDose,CumulativeFirstDose,DailySecondDose,CumulativeSecondDose
1451,2021/02/10 15:00:00+00,Washington,511,16664,304,4701
1452,2021/02/10 15:00:00+00,Wicomico,515,13336,348,4647
1453,2021/02/10 15:00:00+00,Worcester,243,8599,87,2140
1454,2021/02/11 15:00:00+00,Allegany,85,8586,4,2313
1455,2021/02/11 15:00:00+00,Anne Arundel,3144,56078,1652,21971
1456,2021/02/11 15:00:00+00,Baltimore,3023,100666,3124,41545
1457,2021/02/11 15:00:00+00,Baltimore City,1218,53642,1278,22704
1458,2021/02/11 15:00:00+00,Calvert,223,11454,97,3809
1459,2021/02/11 15:00:00+00,Caroline,50,4059,26,1515
1460,2021/02/11 15:00:00+00,Carroll,576,19261,639,7835
1461,2021/02/11 15:00:00+00,Cecil,186,9930,198,2769
1462,2021/02/11 15:00:00+00,Charles,1305,12760,125,3209
1463,2021/02/11 15:00:00+00,Dorchester,108,3765,158,1395
1464,2021/02/11 15:00:00+00,Frederick,564,29218,1210,9571
1465,2021/02/11 15:00:00+00,Garrett,42,4192,3,1529
1466,2021/02/11 15:00:00+00,Harford,825,28378,473,11499
1467,2021/02/11 15:00:00+00,Howard,1475,41121,686,13440
1468,2021/02/11 15:00:00+00,Kent,32,3873,16,751
1469,2021/02/11 15:00:00+00,Montgomery,4847,103905,3501,32135
1470,2021/02/11 15:00:00+00,Prince George's,2131,47180,1354,13574
1471,2021/02/11 15:00:00+00,Queen Anne's,183,6062,55,2228
1472,2021/02/11 15:00:00+00,Somerset,34,2537,53,790
1473,2021/02/11 15:00:00+00,St. Mary's,100,14117,32,7209
1474,2021/02/11 15:00:00+00,Talbot,211,6144,73,1981
1475,2021/02/11 15:00:00+00,Unknown,660,32262,670,11664
1476,2021/02/11 15:00:00+00,Washington,504,17168,505,5206
1477,2021/02/11 15:00:00+00,Wicomico,460,13796,450,5097
1478,2021/02/11 15:00:00+00,Worcester,365,8964,149,2289
1479,2021/02/12 15:00:00+00,Allegany,340,8926,537,2850
1480,2021/02/12 15:00:00+00,Anne Arundel,2207,58285,1772,23743
1481,2021/02/12 15:00:00+00,Baltimore,2786,103452,2103,43648
1482,2021/02/12 15:00:00+00,Baltimore City,1449,55091,1474,24178
1483,2021/02/12 15:00:00+00,Calvert,156,11610,484,4293
1484,2021/02/12 15:00:00+00,Caroline,35,4094,38,1553
1485,2021/02/12 15:00:00+00,Carroll,481,19742,605,8440
1486,2021/02/12 15:00:00+00,Cecil,74,10004,352,3121
1487,2021/02/12 15:00:00+00,Charles,249,13009,485,3694
1488,2021/02/12 15:00:00+00,Dorchester,80,3845,167,1562
1489,2021/02/12 15:00:00+00,Frederick,830,30048,1558,11129
1490,2021/02/12 15:00:00+00,Garrett,157,4349,232,1761
1491,2021/02/12 15:00:00+00,Harford,675,29053,579,12078
1492,2021/02/12 15:00:00+00,Howard,1771,42892,981,14421
1493,2021/02/12 15:00:00+00,Kent,21,3894,23,774
1494,2021/02/12 15:00:00+00,Montgomery,4485,108390,3670,35805
1495,2021/02/12 15:00:00+00,Prince George's,2137,49317,1696,15270
1496,2021/02/12 15:00:00+00,Queen Anne's,337,6399,405,2633
1497,2021/02/12 15:00:00+00,Somerset,16,2553,2,792
1498,2021/02/12 15:00:00+00,St. Mary's,46,14163,99,7308
1499,2021/02/12 15:00:00+00,Talbot,121,6265,149,2130
1500,2021/02/12 15:00:00+00,Unknown,680,32942,852,12516
1501,2021/02/12 15:00:00+00,Washington,374,17542,451,5657
1502,2021/02/12 15:00:00+00,Wicomico,81,13877,40,5137
1503,2021/02/12 15:00:00+00,Worcester,93,9057,96,2385
1504,2021/02/13 15:00:00+00,Allegany,46,8972,70,2920
1505,2021/02/13 15:00:00+00,Anne Arundel,673,58958,1272,25015
1506,2021/02/13 15:00:00+00,Baltimore,3128,106580,706,44354
1507,2021/02/13 15:00:00+00,Baltimore City,1390,56481,609,24787
1508,2021/02/13 15:00:00+00,Calvert,38,11648,8,4301
1509,2021/02/13 15:00:00+00,Carroll,193,19935,79,8519
1510,2021/02/13 15:00:00+00,Cecil,273,10277,8,3129
1511,2021/02/13 15:00:00+00,Charles,60,13069,8,3702
1512,2021/02/13 15:00:00+00,Dorchester,1,3846,3,1565
1513,2021/02/13 15:00:00+00,Frederick,649,30697,704,11833
1514,2021/02/13 15:00:00+00,Garrett,29,4378,80,1841
1515,2021/02/13 15:00:00+00,Harford,195,29248,68,12146
1516,2021/02/13 15:00:00+00,Howard,778,43670,511,14932
1517,2021/02/13 15:00:00+00,Kent,2,3896,3,777
1518,2021/02/13 15:00:00+00,Montgomery,1791,110181,568,36373
1519,2021/02/13 15:00:00+00,Prince George's,1101,50418,224,15494
1520,2021/02/13 15:00:00+00,Queen Anne's,32,6431,19,2652
1521,2021/02/13 15:00:00+00,Somerset,1,2554,6,798
1522,2021/02/13 15:00:00+00,St. Mary's,11,14174,4,7312
1523,2021/02/13 15:00:00+00,Talbot,18,6283,7,2137
1524,2021/02/13 15:00:00+00,Unknown,239,33181,163,12679
1525,2021/02/13 15:00:00+00,Washington,20,17562,41,5698
1526,2021/02/13 15:00:00+00,Wicomico,11,13888,41,5178
1527,2021/02/13 15:00:00+00,Worcester,49,9106,655,3040
1528,2021/02/14 15:00:00+00,Allegany,5,8977,18,2938
1529,2021/02/14 15:00:00+00,Anne Arundel,792,59750,624,25639
1530,2021/02/14 15:00:00+00,Baltimore,646,107226,214,44568
1531,2021/02/14 15:00:00+00,Baltimore City,170,56651,112,24899
1532,2021/02/14 15:00:00+00,Calvert,86,11734,6,4307
1533,2021/02/14 15:00:00+00,Caroline,3,4097,6,1559
1534,2021/02/14 15:00:00+00,Carroll,131,20066,14,8533
1535,2021/02/14 15:00:00+00,Cecil,5,10282,1,3130
1536,2021/02/14 15:00:00+00,Charles,120,13189,9,3711
1537,2021/02/14 15:00:00+00,Dorchester,2,3848,2,1567
1538,2021/02/14 15:00:00+00,Frederick,246,30943,18,11851
1539,2021/02/14 15:00:00+00,Garrett,14,4392,0,1841
1540,2021/02/14 15:00:00+00,Harford,169,29417,15,12161
1541,2021/02/14 15:00:00+00,Howard,580,44250,73,15005
1542,2021/02/14 15:00:00+00,Kent,1,3897,3,780
1543,2021/02/14 15:00:00+00,Montgomery,1857,112038,277,36650
1544,2021/02/14 15:00:00+00,Prince George's,1439,51857,179,15673
1545,2021/02/14 15:00:00+00,Queen Anne's,40,6471,13,2665
1546,2021/02/14 15:00:00+00,Somerset,0,2554,1,799
1547,2021/02/14 15:00:00+00,St. Mary's,26,14200,3,7315
1548,2021/02/14 15:00:00+00,Talbot,13,6296,19,2156
1549,2021/02/14 15:00:00+00,Unknown,363,33544,109,12788
1550,2021/02/14 15:00:00+00,Washington,41,17603,138,5836
1551,2021/02/14 15:00:00+00,Wicomico,15,13903,0,5178
1552,2021/02/14 15:00:00+00,Worcester,39,9145,0,3040
1553,2021/02/15 15:00:00+00,Allegany,36,9013,28,2966
1554,2021/02/15 15:00:00+00,Anne Arundel,1918,61668,432,26071
1555,2021/02/15 15:00:00+00,Baltimore,1261,108487,3268,47836
1556,2021/02/15 15:00:00+00,Baltimore City,829,57480,1017,25916
1557,2021/02/15 15:00:00+00,Calvert,147,11881,16,4323
1558,2021/02/15 15:00:00+00,Caroline,3,4100,6,1565
1559,2021/02/15 15:00:00+00,Carroll,234,20300,264,8797
1560,2021/02/15 15:00:00+00,Cecil,253,10535,75,3205
1561,2021/02/15 15:00:00+00,Charles,223,13412,56,3767
1562,2021/02/15 15:00:00+00,Dorchester,6,3854,5,1572
1563,2021/02/15 15:00:00+00,Frederick,397,31340,794,12645
1564,2021/02/15 15:00:00+00,Garrett,4,4396,0,1841
1565,2021/02/15 15:00:00+00,Harford,377,29794,622,12783
1566,2021/02/15 15:00:00+00,Howard,869,45119,1029,16034
1567,2021/02/15 15:00:00+00,Kent,89,3986,181,961
1568,2021/02/15 15:00:00+00,Montgomery,2013,114051,1770,38420
1569,2021/02/15 15:00:00+00,Prince George's,1402,53259,490,16163
1570,2021/02/15 15:00:00+00,Queen Anne's,66,6537,28,2693
1571,2021/02/15 15:00:00+00,Somerset,2,2556,17,816
1572,2021/02/15 15:00:00+00,St. Mary's,220,14420,8,7323
1573,2021/02/15 15:00:00+00,Talbot,29,6325,79,2235
1574,2021/02/15 15:00:00+00,Unknown,403,33947,437,13225
1575,2021/02/15 15:00:00+00,Washington,251,17854,381,6217
1576,2021/02/15 15:00:00+00,Wicomico,34,13937,424,5602
1577,2021/02/15 15:00:00+00,Worcester,47,9192,83,3123
1578,2021/02/16 15:00:00+00,Allegany,119,9132,293,3259
1579,2021/02/16 15:00:00+00,Anne Arundel,2189,63857,1271,27342
1580,2021/02/16 15:00:00+00,Baltimore,1593,110080,4294,52130
1581,2021/02/16 15:00:00+00,Baltimore City,1341,58821,1888,27804
1582,2021/02/16 15:00:00+00,Calvert,115,11996,378,4701
1583,2021/02/16 15:00:00+00,Caroline,9,4109,35,1600
1584,2021/02/16 15:00:00+00,Carroll,497,20797,454,9251
1585,2021/02/16 15:00:00+00,Cecil,246,10781,492,3697
1586,2021/02/16 15:00:00+00,Charles,200,13612,151,3918
1587,2021/02/16 15:00:00+00,Dorchester,48,3902,262,1834
1588,2021/02/16 15:00:00+00,Frederick,642,31982,904,13549
1589,2021/02/16 15:00:00+00,Garrett,41,4437,80,1921
1590,2021/02/16 15:00:00+00,Harford,370,30164,1046,13829
1591,2021/02/16 15:00:00+00,Howard,1038,46157,1107,17141
1592,2021/02/16 15:00:00+00,Kent,27,4013,51,1012
1593,2021/02/16 15:00:00+00,Montgomery,3745,117796,2613,41033
1594,2021/02/16 15:00:00+00,Prince George's,2395,55654,1399,17562
1595,2021/02/16 15:00:00+00,Queen Anne's,105,6642,116,2809
1596,2021/02/16 15:00:00+00,Somerset,36,2592,32,848
1597,2021/02/16 15:00:00+00,St. Mary's,37,14457,588,7911
1598,2021/02/16 15:00:00+00,Talbot,81,6406,138,2373
1599,2021/02/16 15:00:00+00,Unknown,600,34547,611,13836
1600,2021/02/16 15:00:00+00,Washington,401,18255,844,7061
1601,2021/02/16 15:00:00+00,Wicomico,266,14203,570,6172
1602,2021/02/16 15:00:00+00,Worcester,273,9465,603,3726
1603,2021/02/17 15:00:00+00,Allegany,62,9194,916,4175
1604,2021/02/17 15:00:00+00,Anne Arundel,3327,67184,2057,29399
1605,2021/02/17 15:00:00+00,Baltimore,1605,111685,4174,56304
1606,2021/02/17 15:00:00+00,Baltimore City,1158,59979,1882,29686
1607,2021/02/17 15:00:00+00,Calvert,307,12303,403,5104
1608,2021/02/17 15:00:00+00,Caroline,159,4268,69,1669
1609,2021/02/17 15:00:00+00,Carroll,1091,21888,953,10204
1610,2021/02/17 15:00:00+00,Cecil,195,10976,403,4100
1611,2021/02/17 15:00:00+00,Charles,211,13823,1308,5226
1612,2021/02/17 15:00:00+00,Dorchester,233,4135,56,1890
1613,2021/02/17 15:00:00+00,Frederick,726,32708,1780,15329
1614,2021/02/17 15:00:00+00,Garrett,263,4700,29,1950
1615,2021/02/17 15:00:00+00,Harford,772,30936,1560,15389
1616,2021/02/17 15:00:00+00,Howard,1943,48100,797,17938
1617,2021/02/17 15:00:00+00,Kent,200,4213,89,1101
1618,2021/02/17 15:00:00+00,Montgomery,4299,122095,3640,44673
1619,2021/02/17 15:00:00+00,Prince George's,1956,57610,1973,19535
1620,2021/02/17 15:00:00+00,Queen Anne's,204,6846,96,2905
1621,2021/02/17 15:00:00+00,Somerset,16,2608,219,1067
1622,2021/02/17 15:00:00+00,St. Mary's,57,14514,654,8565
1623,2021/02/17 15:00:00+00,Talbot,330,6736,197,2570
1624,2021/02/17 15:00:00+00,Unknown,610,35157,610,14446
1625,2021/02/17 15:00:00+00,Washington,197,18452,877,7938
1626,2021/02/17 15:00:00+00,Wicomico,337,14540,476,6648
1627,2021/02/17 15:00:00+00,Worcester,174,9639,182,3908
1628,2021/02/18 15:00:00+00,Allegany,56,9250,83,4258
1629,2021/02/18 15:00:00+00,Anne Arundel,258,67442,254,29653
1630,2021/02/18 15:00:00+00,Baltimore,360,112045,627,56931
1631,2021/02/18 15:00:00+00,Baltimore City,187,60166,232,29918
1632,2021/02/18 15:00:00+00,Calvert,24,12327,154,5258
1633,2021/02/18 15:00:00+00,Caroline,14,4282,50,1719
1634,2021/02/18 15:00:00+00,Carroll,47,21935,50,10254
1635,2021/02/18 15:00:00+00,Cecil,9,10985,11,4111
1636,2021/02/18 15:00:00+00,Charles,98,13921,118,5344
1637,2021/02/18 15:00:00+00,Dorchester,23,4158,137,2027
1638,2021/02/18 15:00:00+00,Frederick,178,32886,116,15445
1639,2021/02/18 15:00:00+00,Garrett,25,4725,16,1966
1640,2021/02/18 15:00:00+00,Harford,64,31000,162,15551
1641,2021/02/18 15:00:00+00,Howard,194,48294,117,18055
1642,2021/02/18 15:00:00+00,Kent,2,4215,4,1105
1643,2021/02/18 15:00:00+00,Montgomery,662,122757,559,45232
1644,2021/02/18 15:00:00+00,Prince George's,347,57957,177,19712
1645,2021/02/18 15:00:00+00,Queen Anne's,41,6887,9,2914
1646,2021/02/18 15:00:00+00,Somerset,95,2703,53,1120
1647,2021/02/18 15:00:00+00,St. Mary's,11,14525,31,8596
1648,2021/02/18 15:00:00+00,Talbot,53,6789,103,2673
1649,2021/02/18 15:00:00+00,Unknown,240,35397,133,14579
1650,2021/02/18 15:00:00+00,Washington,21,18473,4,7942
1651,2021/02/18 15:00:00+00,Wicomico,133,14673,457,7105
1652,2021/02/18 15:00:00+00,Worcester,89,9728,437,4345
1653,2021/02/19 15:00:00+00,Allegany,61,9311,999,5257
1654,2021/02/19 15:00:00+00,Anne Arundel,1559,69001,930,30583
1655,2021/02/19 15:00:00+00,Baltimore,1184,113229,2355,59286
1656,2021/02/19 15:00:00+00,Baltimore City,842,61008,1339,31257
1657,2021/02/19 15:00:00+00,Calvert,54,12381,324,5582
1658,2021/02/19 15:00:00+00,Caroline,44,4326,518,2237
1659,2021/02/19 15:00:00+00,Carroll,196,22131,230,10484
1660,2021/02/19 15:00:00+00,Cecil,73,11058,530,4641
1661,2021/02/19 15:00:00+00,Charles,157,14078,207,5551
1662,2021/02/19 15:00:00+00,Dorchester,43,4201,204,2231
1663,2021/02/19 15:00:00+00,Frederick,200,33086,599,16044
1664,2021/02/19 15:00:00+00,Garrett,13,4738,61,2027
1665,2021/02/19 15:00:00+00,Harford,599,31599,1134,16685
1666,2021/02/19 15:00:00+00,Howard,618,48912,613,18668
1667,2021/02/19 15:00:00+00,Kent,5,4220,42,1147
1668,2021/02/19 15:00:00+00,Montgomery,2942,125699,3305,48537
1669,2021/02/19 15:00:00+00,Prince George's,706,58663,1706,21418
1670,2021/02/19 15:00:00+00,Queen Anne's,57,6944,85,2999
1671,2021/02/19 15:00:00+00,Somerset,36,2739,214,1334
1672,2021/02/19 15:00:00+00,St. Mary's,5,14530,32,8628
1673,2021/02/19 15:00:00+00,Talbot,89,6878,642,3315
1674,2021/02/19 15:00:00+00,Unknown,435,35832,660,15239
1675,2021/02/19 15:00:00+00,Washington,35,18508,893,8835
1676,2021/02/19 15:00:00+00,Wicomico,323,14996,686,7791
1677,2021/02/19 15:00:00+00,Worcester,182,9910,202,4547
1678,2021/02/20 15:00:00+00,Allegany,18,9329,2,5259
1679,2021/02/20 15:00:00+00,Anne Arundel,797,69798,1919,32502
1680,2021/02/20 15:00:00+00,Baltimore,1113,114342,3104,62390
1681,2021/02/20 15:00:00+00,Baltimore City,922,61930,1120,32377
1682,2021/02/20 15:00:00+00,Calvert,612,12993,85,5667
1683,2021/02/20 15:00:00+00,Caroline,13,4339,28,2265
1684,2021/02/20 15:00:00+00,Carroll,146,22277,762,11246
1685,2021/02/20 15:00:00+00,Cecil,235,11293,258,4899
1686,2021/02/20 15:00:00+00,Charles,81,14159,945,6496
1687,2021/02/20 15:00:00+00,Dorchester,10,4211,6,2237
1688,2021/02/20 15:00:00+00,Frederick,194,33280,1084,17128
1689,2021/02/20 15:00:00+00,Garrett,4,4742,0,2027
1690,2021/02/20 15:00:00+00,Harford,221,31820,518,17203
1691,2021/02/20 15:00:00+00,Howard,676,49588,2971,21639
1692,2021/02/20 15:00:00+00,Kent,2,4222,18,1165
1693,2021/02/20 15:00:00+00,Montgomery,2546,128245,2533,51070
1694,2021/02/20 15:00:00+00,Prince George's,1215,59878,1570,22988
1695,2021/02/20 15:00:00+00,Queen Anne's,48,6992,70,3069
1696,2021/02/20 15:00:00+00,Somerset,35,2774,144,1478
1697,2021/02/20 15:00:00+00,St. Mary's,25,14555,1164,9792
1698,2021/02/20 15:00:00+00,Talbot,22,6900,20,3335
1699,2021/02/20 15:00:00+00,Unknown,402,36234,402,15641
1700,2021/02/20 15:00:00+00,Washington,37,18545,67,8902
1701,2021/02/20 15:00:00+00,Wicomico,366,15362,225,8016
1702,2021/02/20 15:00:00+00,Worcester,57,9967,251,4798
1703,2021/02/21 15:00:00+00,Allegany,31,9360,2,5261
1704,2021/02/21 15:00:00+00,Anne Arundel,732,70530,1021,33523
1705,2021/02/21 15:00:00+00,Baltimore,517,114859,634,63024
1706,2021/02/21 15:00:00+00,Baltimore City,199,62129,251,32628
1707,2021/02/21 15:00:00+00,Calvert,19,13012,15,5682
1708,2021/02/21 15:00:00+00,Caroline,5,4344,1,2266
1709,2021/02/21 15:00:00+00,Carroll,101,22378,92,11338
1710,2021/02/21 15:00:00+00,Cecil,9,11302,349,5248
1711,2021/02/21 15:00:00+00,Charles,67,14226,33,6529
1712,2021/02/21 15:00:00+00,Dorchester,6,4217,0,2237
1713,2021/02/21 15:00:00+00,Frederick,158,33438,1378,18506
1714,2021/02/21 15:00:00+00,Garrett,2,4744,0,2027
1715,2021/02/21 15:00:00+00,Harford,84,31904,142,17345
1716,2021/02/21 15:00:00+00,Howard,440,50028,322,21961
1717,2021/02/21 15:00:00+00,Kent,2,4224,24,1189
1718,2021/02/21 15:00:00+00,Montgomery,2514,130759,1986,53056
1719,2021/02/21 15:00:00+00,Prince George's,727,60605,638,23626
1720,2021/02/21 15:00:00+00,Queen Anne's,36,7028,19,3088
1721,2021/02/21 15:00:00+00,Somerset,1,2775,0,1478
1722,2021/02/21 15:00:00+00,St. Mary's,9,14564,2,9794
1723,2021/02/21 15:00:00+00,Talbot,17,6917,7,3342
1724,2021/02/21 15:00:00+00,Unknown,206,36440,155,15796
1725,2021/02/21 15:00:00+00,Washington,22,18567,49,8951
1726,2021/02/21 15:00:00+00,Wicomico,23,15385,1,8017
1727,2021/02/21 15:00:00+00,Worcester,15,9982,2,4800
1728,2021/02/22 15:00:00+00,Allegany,174,9534,655,5916
1729,2021/02/22 15:00:00+00,Anne Arundel,656,71186,1408,34931
1730,2021/02/22 15:00:00+00,Baltimore,850,115709,2796,65820
1731,2021/02/22 15:00:00+00,Baltimore City,445,62574,1174,33802
1732,2021/02/22 15:00:00+00,Calvert,59,13071,48,5730
1733,2021/02/22 15:00:00+00,Caroline,7,4351,31,2297
1734,2021/02/22 15:00:00+00,Carroll,307,22685,282,11620
1735,2021/02/22 15:00:00+00,Cecil,123,11425,44,5292
1736,2021/02/22 15:00:00+00,Charles,86,14312,161,6690
1737,2021/02/22 15:00:00+00,Dorchester,16,4233,21,2258
1738,2021/02/22 15:00:00+00,Frederick,335,33773,327,18833
1739,2021/02/22 15:00:00+00,Garrett,4,4748,10,2037
1740,2021/02/22 15:00:00+00,Harford,183,32087,849,18194
1741,2021/02/22 15:00:00+00,Howard,461,50489,475,22436
1742,2021/02/22 15:00:00+00,Kent,37,4261,78,1267
1743,2021/02/22 15:00:00+00,Montgomery,1923,132682,2678,55734
1744,2021/02/22 15:00:00+00,Prince George's,786,61391,1382,25008
1745,2021/02/22 15:00:00+00,Queen Anne's,44,7072,576,3664
1746,2021/02/22 15:00:00+00,Somerset,136,2911,25,1503
1747,2021/02/22 15:00:00+00,St. Mary's,665,15229,69,9863
1748,2021/02/22 15:00:00+00,Talbot,31,6948,160,3502
1749,2021/02/22 15:00:00+00,Unknown,300,36740,383,16179
1750,2021/02/22 15:00:00+00,Washington,37,18604,489,9440
1751,2021/02/22 15:00:00+00,Wicomico,56,15441,348,8365
1752,2021/02/22 15:00:00+00,Worcester,43,10025,75,4875
1753,2021/02/23 15:00:00+00,Allegany,335,9869,47,5963
1754,2021/02/23 15:00:00+00,Anne Arundel,1410,72596,1684,36615
1755,2021/02/23 15:00:00+00,Baltimore,3144,118853,1774,67594
1756,2021/02/23 15:00:00+00,Baltimore City,1373,63947,1048,34850
1757,2021/02/23 15:00:00+00,Calvert,308,13379,182,5912
1758,2021/02/23 15:00:00+00,Caroline,6,4357,56,2353
1759,2021/02/23 15:00:00+00,Carroll,834,23519,179,11799
1760,2021/02/23 15:00:00+00,Cecil,62,11487,842,6134
1761,2021/02/23 15:00:00+00,Charles,801,15113,121,6811
1762,2021/02/23 15:00:00+00,Dorchester,16,4249,78,2336
1763,2021/02/23 15:00:00+00,Frederick,429,34202,638,19471
1764,2021/02/23 15:00:00+00,Garrett,16,4764,17,2054
1765,2021/02/23 15:00:00+00,Harford,445,32532,610,18804
1766,2021/02/23 15:00:00+00,Howard,1058,51547,550,22986
1767,2021/02/23 15:00:00+00,Kent,11,4272,225,1492
1768,2021/02/23 15:00:00+00,Montgomery,2533,135215,2723,58457
1769,2021/02/23 15:00:00+00,Prince George's,1434,62825,1548,26556
1770,2021/02/23 15:00:00+00,Queen Anne's,72,7144,156,3820
1771,2021/02/23 15:00:00+00,Somerset,0,2911,18,1521
1772,2021/02/23 15:00:00+00,St. Mary's,39,15268,1075,10938
1773,2021/02/23 15:00:00+00,Talbot,40,6988,87,3589
1774,2021/02/23 15:00:00+00,Unknown,361,37101,343,16522
1775,2021/02/23 15:00:00+00,Washington,133,18737,67,9507
1776,2021/02/23 15:00:00+00,Wicomico,8,15449,453,8818
1777,2021/02/23 15:00:00+00,Worcester,22,10047,428,5303
1778,2021/02/24 15:00:00+00,Allegany,86,9955,390,6353
1779,2021/02/24 15:00:00+00,Anne Arundel,1342,73938,1692,38307
1780,2021/02/24 15:00:00+00,Baltimore,3066,121919,1785,69379
1781,2021/02/24 15:00:00+00,Baltimore City,1466,65413,1635,36485
1782,2021/02/24 15:00:00+00,Calvert,255,13634,426,6338
1783,2021/02/24 15:00:00+00,Caroline,104,4461,147,2500
1784,2021/02/24 15:00:00+00,Carroll,797,24316,970,12769
1785,2021/02/24 15:00:00+00,Cecil,128,11615,417,6551
1786,2021/02/24 15:00:00+00,Charles,185,15298,90,6901
1787,2021/02/24 15:00:00+00,Dorchester,72,4321,91,2427
1788,2021/02/24 15:00:00+00,Frederick,611,34813,2029,21500
1789,2021/02/24 15:00:00+00,Garrett,256,5020,56,2110
1790,2021/02/24 15:00:00+00,Harford,1159,33691,1027,19831
1791,2021/02/24 15:00:00+00,Howard,801,52348,1367,24353
1792,2021/02/24 15:00:00+00,Kent,70,4342,271,1763
1793,2021/02/24 15:00:00+00,Montgomery,3341,138556,4344,62801
1794,2021/02/24 15:00:00+00,Prince George's,1246,64071,1544,28100
1795,2021/02/24 15:00:00+00,Queen Anne's,364,7508,147,3967
1796,2021/02/24 15:00:00+00,Somerset,13,2924,178,1699
1797,2021/02/24 15:00:00+00,St. Mary's,413,15681,484,11422
1798,2021/02/24 15:00:00+00,Talbot,112,7100,416,4005
1799,2021/02/24 15:00:00+00,Unknown,573,37674,480,17002
1800,2021/02/24 15:00:00+00,Washington,313,19050,427,9934
1801,2021/02/24 15:00:00+00,Wicomico,254,15703,450,9268
1802,2021/02/24 15:00:00+00,Worcester,28,10075,328,5631
1803,2021/02/25 15:00:00+00,Allegany,99,10054,376,6729
1804,2021/02/25 15:00:00+00,Anne Arundel,2307,76245,1519,39826
1805,2021/02/25 15:00:00+00,Baltimore,1739,123658,3811,73190
1806,2021/02/25 15:00:00+00,Baltimore City,1145,66558,1964,38449
1807,2021/02/25 15:00:00+00,Calvert,466,14100,473,6811
1808,2021/02/25 15:00:00+00,Caroline,219,4680,208,2708
1809,2021/02/25 15:00:00+00,Carroll,427,24743,786,13555
1810,2021/02/25 15:00:00+00,Cecil,169,11784,580,7131
1811,2021/02/25 15:00:00+00,Charles,202,15500,95,6996
1812,2021/02/25 15:00:00+00,Dorchester,81,4402,191,2618
1813,2021/02/25 15:00:00+00,Frederick,569,35382,966,22466
1814,2021/02/25 15:00:00+00,Garrett,37,5057,122,2232
1815,2021/02/25 15:00:00+00,Harford,897,34588,932,20763
1816,2021/02/25 15:00:00+00,Howard,1167,53515,2099,26452
1817,2021/02/25 15:00:00+00,Kent,34,4376,186,1949
1818,2021/02/25 15:00:00+00,Montgomery,4081,142637,4374,67175
1819,2021/02/25 15:00:00+00,Prince George's,1750,65821,1378,29478
1820,2021/02/25 15:00:00+00,Queen Anne's,124,7632,156,4123
1821,2021/02/25 15:00:00+00,Somerset,129,3053,25,1724
1822,2021/02/25 15:00:00+00,St. Mary's,359,16040,509,11931
1823,2021/02/25 15:00:00+00,Talbot,100,7200,201,4206
1824,2021/02/25 15:00:00+00,Unknown,564,38238,559,17561
1825,2021/02/25 15:00:00+00,Washington,383,19433,1205,11139
1826,2021/02/25 15:00:00+00,Wicomico,256,15959,420,9688
1827,2021/02/25 15:00:00+00,Worcester,226,10301,439,6070
1828,2021/02/26 15:00:00+00,Allegany,32,10086,408,7137
1829,2021/02/26 15:00:00+00,Anne Arundel,1563,77808,899,40725
1830,2021/02/26 15:00:00+00,Baltimore,2974,126632,4037,77227
1831,2021/02/26 15:00:00+00,Baltimore City,1945,68503,1744,40193
1832,2021/02/26 15:00:00+00,Calvert,152,14252,840,7651
1833,2021/02/26 15:00:00+00,Caroline,305,4985,350,3058
1834,2021/02/26 15:00:00+00,Carroll,465,25208,702,14257
1835,2021/02/26 15:00:00+00,Cecil,513,12297,261,7392
1836,2021/02/26 15:00:00+00,Charles,229,15729,103,7099
1837,2021/02/26 15:00:00+00,Dorchester,76,4478,123,2741
1838,2021/02/26 15:00:00+00,Frederick,1395,36777,513,22979
1839,2021/02/26 15:00:00+00,Garrett,72,5129,427,2659
1840,2021/02/26 15:00:00+00,Harford,1518,36106,1279,22042
1841,2021/02/26 15:00:00+00,Howard,988,54503,2234,28686
1842,2021/02/26 15:00:00+00,Kent,22,4398,141,2090
1843,2021/02/26 15:00:00+00,Montgomery,4175,146812,4291,71466
1844,2021/02/26 15:00:00+00,Prince George's,2012,67833,1431,30909
1845,2021/02/26 15:00:00+00,Queen Anne's,390,8022,80,4203
1846,2021/02/26 15:00:00+00,Somerset,6,3059,217,1941
1847,2021/02/26 15:00:00+00,St. Mary's,686,16726,116,12047
1848,2021/02/26 15:00:00+00,Talbot,323,7523,129,4335
1849,2021/02/26 15:00:00+00,Unknown,740,38978,585,18146
1850,2021/02/26 15:00:00+00,Washington,945,20378,397,11536
1851,2021/02/26 15:00:00+00,Wicomico,80,16039,447,10135
1852,2021/02/26 15:00:00+00,Worcester,120,10421,435,6505
1853,2021/02/27 15:00:00+00,Allegany,2,10088,0,7137
1854,2021/02/27 15:00:00+00,Anne Arundel,840,78648,214,40939
1855,2021/02/27 15:00:00+00,Baltimore,1256,127888,2487,79714
1856,2021/02/27 15:00:00+00,Baltimore City,1084,69587,758,40951
1857,2021/02/27 15:00:00+00,Calvert,58,14310,429,8080
1858,2021/02/27 15:00:00+00,Caroline,1,4986,1,3059
1859,2021/02/27 15:00:00+00,Carroll,236,25444,121,14378
1860,2021/02/27 15:00:00+00,Cecil,189,12486,178,7570
1861,2021/02/27 15:00:00+00,Charles,86,15815,8,7107
1862,2021/02/27 15:00:00+00,Dorchester,7,4485,1,2742
1863,2021/02/27 15:00:00+00,Frederick,1247,38024,146,23125
