OBJECTID,VACCINATION_DATE,County,DailyFirstDose,CumulativeFirstDose,DailySecondDose,CumulativeSecondDose
1035,2021/01/25 15:00:00+00,Calvert,54,6813,78,478
1036,2021/01/25 15:00:00+00,Caroline,49,2631,29,220
1037,2021/01/25 15:00:00+00,Carroll,254,11567,278,1537
1038,2021/01/25 15:00:00+00,Cecil,293,5592,95,389
1039,2021/01/25 15:00:00+00,Charles,155,6798,46,446
1040,2021/01/25 15:00:00+00,Dorchester,79,2589,36,303
1041,2021/01/25 15:00:00+00,Frederick,571,17375,320,2225
1042,2021/01/25 15:00:00+00,Garrett,124,2623,90,145
1043,2021/01/25 15:00:00+00,Harford,939,17792,388,2622
1044,2021/01/25 15:00:00+00,Howard,1123,21632,420,3777
1045,2021/01/25 15:00:00+00,Kent,206,1701,5,198
1046,2021/01/25 15:00:00+00,Montgomery,2540,53234,905,6701
1047,2021/01/25 15:00:00+00,Prince George's,1164,21551,378,3184
1048,2021/01/25 15:00:00+00,Queen Anne's,70,3891,37,394
1049,2021/01/25 15:00:00+00,Somerset,22,1584,16,269
1050,2021/01/25 15:00:00+00,St. Mary's,40,8151,57,504
1051,2021/01/25 15:00:00+00,Talbot,135,4035,50,333
1052,2021/01/25 15:00:00+00,Unknown,616,24697,603,3581
1053,2021/01/25 15:00:00+00,Washington,595,9146,324,1920
1054,2021/01/25 15:00:00+00,Wicomico,403,8518,274,1577
1055,2021/01/25 15:00:00+00,Worcester,197,5104,51,669
1056,2021/01/26 15:00:00+00,Allegany,67,5198,92,568
1057,2021/01/26 15:00:00+00,Anne Arundel,1525,34955,861,5614
1058,2021/01/26 15:00:00+00,Baltimore,2461,64353,1720,12015
1059,2021/01/26 15:00:00+00,Baltimore City,1554,35235,801,7863
1060,2021/01/26 15:00:00+00,Calvert,60,6873,93,571
1061,2021/01/26 15:00:00+00,Caroline,113,2744,91,311
1062,2021/01/26 15:00:00+00,Carroll,249,11816,364,1901
1063,2021/01/26 15:00:00+00,Cecil,666,6258,258,647
1064,2021/01/26 15:00:00+00,Charles,181,6979,53,499
1065,2021/01/26 15:00:00+00,Dorchester,112,2701,139,442
1066,2021/01/26 15:00:00+00,Frederick,585,17960,341,2566
1067,2021/01/26 15:00:00+00,Garrett,48,2671,5,150
1068,2021/01/26 15:00:00+00,Harford,846,18638,447,3069
1069,2021/01/26 15:00:00+00,Howard,696,22328,391,4168
1070,2021/01/26 15:00:00+00,Kent,116,1817,58,256
1071,2021/01/26 15:00:00+00,Montgomery,3409,56643,543,7244
1072,2021/01/26 15:00:00+00,Prince George's,1853,23404,212,3396
1073,2021/01/26 15:00:00+00,Queen Anne's,171,4062,111,505
1074,2021/01/26 15:00:00+00,Somerset,16,1600,23,292
1075,2021/01/26 15:00:00+00,St. Mary's,503,8654,403,907
1076,2021/01/26 15:00:00+00,Talbot,146,4181,59,392
1077,2021/01/26 15:00:00+00,Unknown,569,25266,478,4059
1078,2021/01/26 15:00:00+00,Washington,513,9659,191,2111
1079,2021/01/26 15:00:00+00,Wicomico,238,8756,302,1879
1080,2021/01/26 15:00:00+00,Worcester,439,5543,136,805
1081,2021/01/27 15:00:00+00,Allegany,416,5614,253,821
1082,2021/01/27 15:00:00+00,Anne Arundel,1847,36802,931,6545
1083,2021/01/27 15:00:00+00,Baltimore,3961,68314,1805,13820
1084,2021/01/27 15:00:00+00,Baltimore City,1804,37039,1016,8879
1085,2021/01/27 15:00:00+00,Calvert,120,6993,398,969
1086,2021/01/27 15:00:00+00,Caroline,109,2853,193,504
1087,2021/01/27 15:00:00+00,Carroll,1036,12852,449,2350
1088,2021/01/27 15:00:00+00,Cecil,358,6616,97,744
1089,2021/01/27 15:00:00+00,Charles,1309,8288,149,648
1090,2021/01/27 15:00:00+00,Dorchester,46,2747,53,495
1091,2021/01/27 15:00:00+00,Frederick,1498,19458,530,3096
1092,2021/01/27 15:00:00+00,Garrett,93,2764,251,401
1093,2021/01/27 15:00:00+00,Harford,1372,20010,716,3785
1094,2021/01/27 15:00:00+00,Howard,1445,23773,550,4718
1095,2021/01/27 15:00:00+00,Kent,279,2096,5,261
1096,2021/01/27 15:00:00+00,Montgomery,3396,60039,1694,8938
1097,2021/01/27 15:00:00+00,Prince George's,2172,25576,448,3844
1098,2021/01/27 15:00:00+00,Queen Anne's,187,4249,82,587
1099,2021/01/27 15:00:00+00,Somerset,177,1777,38,330
1100,2021/01/27 15:00:00+00,St. Mary's,514,9168,379,1286
1101,2021/01/27 15:00:00+00,Talbot,107,4288,83,475
1102,2021/01/27 15:00:00+00,Unknown,482,25748,831,4890
1103,2021/01/27 15:00:00+00,Washington,523,10182,456,2567
1104,2021/01/27 15:00:00+00,Wicomico,247,9003,299,2178
1105,2021/01/27 15:00:00+00,Worcester,285,5828,92,897
1106,2021/01/28 15:00:00+00,Allegany,821,6435,4,825
1107,2021/01/28 15:00:00+00,Anne Arundel,1727,38529,736,7281
1108,2021/01/28 15:00:00+00,Baltimore,2574,70888,1382,15202
1109,2021/01/28 15:00:00+00,Baltimore City,1716,38755,724,9603
1110,2021/01/28 15:00:00+00,Calvert,504,7497,335,1304
1111,2021/01/28 15:00:00+00,Caroline,274,3127,104,608
1112,2021/01/28 15:00:00+00,Carroll,726,13578,254,2604
1113,2021/01/28 15:00:00+00,Cecil,605,7221,141,885
1114,2021/01/28 15:00:00+00,Charles,224,8512,126,774
1115,2021/01/28 15:00:00+00,Dorchester,57,2804,71,566
1116,2021/01/28 15:00:00+00,Frederick,853,20311,417,3513
1117,2021/01/28 15:00:00+00,Garrett,81,2845,46,447
1118,2021/01/28 15:00:00+00,Harford,1079,21089,365,4150
1119,2021/01/28 15:00:00+00,Howard,1689,25462,642,5360
1120,2021/01/28 15:00:00+00,Kent,91,2187,119,380
1121,2021/01/28 15:00:00+00,Montgomery,3796,63835,1366,10304
1122,2021/01/28 15:00:00+00,Prince George's,2131,27707,334,4178
1123,2021/01/28 15:00:00+00,Queen Anne's,177,4426,87,674
1124,2021/01/28 15:00:00+00,Somerset,14,1791,17,347
1125,2021/01/28 15:00:00+00,St. Mary's,1089,10257,276,1562
1126,2021/01/28 15:00:00+00,Talbot,87,4375,65,540
1127,2021/01/28 15:00:00+00,Unknown,558,26306,545,5435
1128,2021/01/28 15:00:00+00,Washington,556,10738,387,2954
1129,2021/01/28 15:00:00+00,Wicomico,223,9226,155,2333
1130,2021/01/28 15:00:00+00,Worcester,183,6011,52,949
1131,2021/01/29 15:00:00+00,Allegany,860,7295,25,850
1132,2021/01/29 15:00:00+00,Anne Arundel,1682,40211,911,8192
1133,2021/01/29 15:00:00+00,Baltimore,2310,73198,1321,16523
1134,2021/01/29 15:00:00+00,Baltimore City,1927,40682,843,10446
1135,2021/01/29 15:00:00+00,Calvert,869,8366,144,1448
1136,2021/01/29 15:00:00+00,Caroline,184,3311,125,733
1137,2021/01/29 15:00:00+00,Carroll,497,14075,149,2753
1138,2021/01/29 15:00:00+00,Cecil,469,7690,50,935
1139,2021/01/29 15:00:00+00,Charles,149,8661,99,873
1140,2021/01/29 15:00:00+00,Dorchester,117,2921,48,614
1141,2021/01/29 15:00:00+00,Frederick,1386,21697,89,3602
1142,2021/01/29 15:00:00+00,Garrett,398,3243,47,494
1143,2021/01/29 15:00:00+00,Harford,1279,22368,279,4429
1144,2021/01/29 15:00:00+00,Howard,1940,27402,426,5786
1145,2021/01/29 15:00:00+00,Kent,167,2354,10,390
1146,2021/01/29 15:00:00+00,Montgomery,4340,68175,772,11076
1147,2021/01/29 15:00:00+00,Prince George's,1746,29453,239,4417
1148,2021/01/29 15:00:00+00,Queen Anne's,118,4544,51,725
1149,2021/01/29 15:00:00+00,Somerset,203,1994,13,360
1150,2021/01/29 15:00:00+00,St. Mary's,459,10716,375,1937
1151,2021/01/29 15:00:00+00,Talbot,344,4719,50,590
1152,2021/01/29 15:00:00+00,Unknown,616,26922,351,5786
1153,2021/01/29 15:00:00+00,Washington,496,11234,8,2962
1154,2021/01/29 15:00:00+00,Wicomico,420,9646,152,2485
1155,2021/01/29 15:00:00+00,Worcester,412,6423,33,982
1156,2021/01/30 15:00:00+00,Allegany,5,7300,0,850
1157,2021/01/30 15:00:00+00,Anne Arundel,1088,41299,100,8292
1158,2021/01/30 15:00:00+00,Baltimore,3302,76500,412,16935
1159,2021/01/30 15:00:00+00,Baltimore City,1007,41689,361,10807
1160,2021/01/30 15:00:00+00,Calvert,484,8850,17,1465
1161,2021/01/30 15:00:00+00,Caroline,5,3316,5,738
1162,2021/01/30 15:00:00+00,Carroll,437,14512,65,2818
1163,2021/01/30 15:00:00+00,Cecil,356,8046,30,965
1164,2021/01/30 15:00:00+00,Charles,86,8747,15,888
1165,2021/01/30 15:00:00+00,Dorchester,9,2930,3,617
1166,2021/01/30 15:00:00+00,Frederick,1071,22768,189,3791
1167,2021/01/30 15:00:00+00,Garrett,10,3253,0,494
1168,2021/01/30 15:00:00+00,Harford,583,22951,96,4525
1169,2021/01/30 15:00:00+00,Howard,2961,30363,178,5964
1170,2021/01/30 15:00:00+00,Kent,15,2369,0,390
1171,2021/01/30 15:00:00+00,Montgomery,2677,70852,222,11298
1172,2021/01/30 15:00:00+00,Prince George's,1294,30747,53,4470
1173,2021/01/30 15:00:00+00,Queen Anne's,21,4565,2,727
1174,2021/01/30 15:00:00+00,Somerset,20,2014,51,411
1175,2021/01/30 15:00:00+00,St. Mary's,730,11446,181,2118
1176,2021/01/30 15:00:00+00,Talbot,9,4728,6,596
1177,2021/01/30 15:00:00+00,Unknown,339,27261,105,5891
1178,2021/01/30 15:00:00+00,Washington,43,11277,30,2992
1179,2021/01/30 15:00:00+00,Wicomico,443,10089,75,2560
1180,2021/01/30 15:00:00+00,Worcester,181,6604,19,1001
1181,2021/01/31 15:00:00+00,Allegany,1,7301,0,850
1182,2021/01/31 15:00:00+00,Anne Arundel,404,41703,297,8589
1183,2021/01/31 15:00:00+00,Baltimore,560,77060,211,17146
1184,2021/01/31 15:00:00+00,Baltimore City,357,42046,210,11017
1185,2021/01/31 15:00:00+00,Calvert,20,8870,5,1470
1186,2021/01/31 15:00:00+00,Caroline,1,3317,1,739
1187,2021/01/31 15:00:00+00,Carroll,23,14535,13,2831
1188,2021/01/31 15:00:00+00,Cecil,14,8060,1,966
1189,2021/01/31 15:00:00+00,Charles,39,8786,1,889
1190,2021/01/31 15:00:00+00,Dorchester,5,2935,0,617
1191,2021/01/31 15:00:00+00,Frederick,27,22795,3,3794
1192,2021/01/31 15:00:00+00,Garrett,20,3273,1,495
1193,2021/01/31 15:00:00+00,Harford,129,23080,17,4542
1194,2021/01/31 15:00:00+00,Howard,124,30487,41,6005
1195,2021/01/31 15:00:00+00,Kent,2,2371,0,390
1196,2021/01/31 15:00:00+00,Montgomery,1043,71895,121,11419
1197,2021/01/31 15:00:00+00,Prince George's,651,31398,162,4632
1198,2021/01/31 15:00:00+00,Queen Anne's,4,4569,3,730
1199,2021/01/31 15:00:00+00,St. Mary's,3,11449,0,2118
1200,2021/01/31 15:00:00+00,Talbot,40,4768,0,596
1201,2021/01/31 15:00:00+00,Unknown,141,27402,31,5922
1202,2021/01/31 15:00:00+00,Washington,2,11279,1,2993
1203,2021/01/31 15:00:00+00,Wicomico,6,10095,37,2597
1204,2021/01/31 15:00:00+00,Worcester,3,6607,0,1001
1205,2021/02/01 15:00:00+00,Allegany,24,7325,103,953
1206,2021/02/01 15:00:00+00,Anne Arundel,694,42397,287,8876
1207,2021/02/01 15:00:00+00,Baltimore,1310,78370,917,18063
1208,2021/02/01 15:00:00+00,Baltimore City,248,42294,485,11502
1209,2021/02/01 15:00:00+00,Calvert,37,8907,18,1488
1210,2021/02/01 15:00:00+00,Caroline,12,3329,11,750
1211,2021/02/01 15:00:00+00,Carroll,263,14798,266,3097
1212,2021/02/01 15:00:00+00,Cecil,18,8078,2,968
1213,2021/02/01 15:00:00+00,Charles,41,8827,62,951
1214,2021/02/01 15:00:00+00,Dorchester,85,3020,9,626
1215,2021/02/01 15:00:00+00,Frederick,91,22886,61,3855
1216,2021/02/01 15:00:00+00,Garrett,31,3304,48,543
1217,2021/02/01 15:00:00+00,Harford,136,23216,224,4766
1218,2021/02/01 15:00:00+00,Howard,149,30636,191,6196
1219,2021/02/01 15:00:00+00,Kent,0,2371,7,397
1220,2021/02/01 15:00:00+00,Montgomery,983,72878,369,11788
1221,2021/02/01 15:00:00+00,Prince George's,484,31882,318,4950
1222,2021/02/01 15:00:00+00,Queen Anne's,23,4592,169,899
1223,2021/02/01 15:00:00+00,Somerset,27,2041,1,412
1224,2021/02/01 15:00:00+00,St. Mary's,17,11466,115,2233
1225,2021/02/01 15:00:00+00,Talbot,34,4802,34,630
1226,2021/02/01 15:00:00+00,Unknown,220,27622,180,6102
1227,2021/02/01 15:00:00+00,Washington,410,11689,9,3002
1228,2021/02/01 15:00:00+00,Wicomico,610,10705,17,2614
1229,2021/02/01 15:00:00+00,Worcester,198,6805,4,1005
1230,2021/02/02 15:00:00+00,Allegany,396,7721,302,1255
1231,2021/02/02 15:00:00+00,Anne Arundel,1235,43632,1440,10316
1232,2021/02/02 15:00:00+00,Baltimore,1093,79463,2414,20477
1233,2021/02/02 15:00:00+00,Baltimore City,740,43034,1381,12883
1234,2021/02/02 15:00:00+00,Calvert,57,8964,124,1612
1235,2021/02/02 15:00:00+00,Caroline,138,3467,81,831
1236,2021/02/02 15:00:00+00,Carroll,194,14992,238,3335
1237,2021/02/02 15:00:00+00,Cecil,33,8111,129,1097
1238,2021/02/02 15:00:00+00,Charles,113,8940,113,1064
1239,2021/02/02 15:00:00+00,Dorchester,115,3135,128,754
1240,2021/02/02 15:00:00+00,Frederick,605,23491,658,4513
1241,2021/02/02 15:00:00+00,Garrett,43,3347,41,584
1242,2021/02/02 15:00:00+00,Harford,294,23510,572,5338
1243,2021/02/02 15:00:00+00,Howard,462,31098,584,6780
1244,2021/02/02 15:00:00+00,Kent,9,2380,34,431
1245,2021/02/02 15:00:00+00,Montgomery,3008,75886,1921,13709
1246,2021/02/02 15:00:00+00,Prince George's,1238,33120,927,5877
1247,2021/02/02 15:00:00+00,Queen Anne's,53,4645,144,1043
1248,2021/02/02 15:00:00+00,Somerset,13,2054,17,429
1249,2021/02/02 15:00:00+00,St. Mary's,58,11524,263,2496
1250,2021/02/02 15:00:00+00,Talbot,112,4914,72,702
1251,2021/02/02 15:00:00+00,Unknown,293,27915,700,6802
1252,2021/02/02 15:00:00+00,Washington,706,12395,43,3045
1253,2021/02/02 15:00:00+00,Wicomico,283,10988,274,2888
1254,2021/02/02 15:00:00+00,Worcester,225,7030,346,1351
1255,2021/02/03 15:00:00+00,Allegany,48,7769,189,1444
1256,2021/02/03 15:00:00+00,Anne Arundel,1424,45056,2064,12380
1257,2021/02/03 15:00:00+00,Baltimore,1657,81120,3804,24281
1258,2021/02/03 15:00:00+00,Baltimore City,1412,44446,1614,14497
1259,2021/02/03 15:00:00+00,Calvert,460,9424,163,1775
1260,2021/02/03 15:00:00+00,Caroline,107,3574,113,944
1261,2021/02/03 15:00:00+00,Carroll,455,15447,1121,4456
1262,2021/02/03 15:00:00+00,Cecil,97,8208,160,1257
1263,2021/02/03 15:00:00+00,Charles,154,9094,154,1218
1264,2021/02/03 15:00:00+00,Dorchester,56,3191,40,794
1265,2021/02/03 15:00:00+00,Frederick,1826,25317,460,4973
1266,2021/02/03 15:00:00+00,Garrett,89,3436,183,767
1267,2021/02/03 15:00:00+00,Harford,654,24164,1018,6356
1268,2021/02/03 15:00:00+00,Howard,970,32068,1689,8469
1269,2021/02/03 15:00:00+00,Kent,183,2563,22,453
1270,2021/02/03 15:00:00+00,Montgomery,2987,78873,1479,15188
1271,2021/02/03 15:00:00+00,Prince George's,1819,34939,749,6626
1272,2021/02/03 15:00:00+00,Queen Anne's,223,4868,263,1306
1273,2021/02/03 15:00:00+00,Somerset,125,2179,78,507
1274,2021/02/03 15:00:00+00,St. Mary's,514,12038,623,3119
1275,2021/02/03 15:00:00+00,Talbot,93,5007,207,909
1276,2021/02/03 15:00:00+00,Unknown,541,28456,819,7621
1277,2021/02/03 15:00:00+00,Washington,415,12810,254,3299
1278,2021/02/03 15:00:00+00,Wicomico,487,11475,170,3058
1279,2021/02/03 15:00:00+00,Worcester,247,7277,78,1429
1280,2021/02/04 15:00:00+00,Allegany,129,7898,283,1727
1281,2021/02/04 15:00:00+00,Anne Arundel,1507,46563,1886,14266
1282,2021/02/04 15:00:00+00,Baltimore,2825,83945,2448,26729
1283,2021/02/04 15:00:00+00,Baltimore City,1353,45799,1597,16094
1284,2021/02/04 15:00:00+00,Calvert,903,10327,150,1925
1285,2021/02/04 15:00:00+00,Caroline,178,3752,133,1077
1286,2021/02/04 15:00:00+00,Carroll,791,16238,377,4833
1287,2021/02/04 15:00:00+00,Cecil,67,8275,347,1604
1288,2021/02/04 15:00:00+00,Charles,985,10079,103,1321
1289,2021/02/04 15:00:00+00,Dorchester,129,3320,105,899
1290,2021/02/04 15:00:00+00,Frederick,1082,26399,587,5560
1291,2021/02/04 15:00:00+00,Garrett,33,3469,36,803
1292,2021/02/04 15:00:00+00,Harford,669,24833,862,7218
1293,2021/02/04 15:00:00+00,Howard,1353,33421,1004,9473
1294,2021/02/04 15:00:00+00,Kent,87,2650,141,594
1295,2021/02/04 15:00:00+00,Montgomery,3826,82699,2057,17245
1296,2021/02/04 15:00:00+00,Prince George's,1819,36758,645,7271
1297,2021/02/04 15:00:00+00,Queen Anne's,144,5012,187,1493
1298,2021/02/04 15:00:00+00,Somerset,19,2198,15,522
1299,2021/02/04 15:00:00+00,St. Mary's,570,12608,536,3655
1300,2021/02/04 15:00:00+00,Talbot,143,5150,106,1015
1301,2021/02/04 15:00:00+00,Unknown,626,29082,721,8342
1302,2021/02/04 15:00:00+00,Washington,1215,14025,141,3440
1303,2021/02/04 15:00:00+00,Wicomico,597,12072,350,3408
1304,2021/02/04 15:00:00+00,Worcester,255,7532,112,1541
1305,2021/02/05 15:00:00+00,Allegany,195,8093,98,1825
1306,2021/02/05 15:00:00+00,Anne Arundel,1382,47945,1477,15743
1307,2021/02/05 15:00:00+00,Baltimore,3443,87388,2377,29106
1308,2021/02/05 15:00:00+00,Baltimore City,1406,47205,1157,17251
1309,2021/02/05 15:00:00+00,Calvert,404,10731,538,2463
1310,2021/02/05 15:00:00+00,Caroline,64,3816,200,1277
1311,2021/02/05 15:00:00+00,Carroll,305,16543,1043,5876
1312,2021/02/05 15:00:00+00,Cecil,329,8604,81,1685
1313,2021/02/05 15:00:00+00,Charles,131,10210,184,1505
1314,2021/02/05 15:00:00+00,Dorchester,59,3379,136,1035
1315,2021/02/05 15:00:00+00,Frederick,604,27003,429,5989
1316,2021/02/05 15:00:00+00,Garrett,104,3573,350,1153
1317,2021/02/05 15:00:00+00,Harford,603,25436,747,7965
1318,2021/02/05 15:00:00+00,Howard,1453,34874,922,10395
1319,2021/02/05 15:00:00+00,Kent,244,2894,31,625
1320,2021/02/05 15:00:00+00,Montgomery,4039,86738,2479,19724
1321,2021/02/05 15:00:00+00,Prince George's,1598,38356,1337,8608
1322,2021/02/05 15:00:00+00,Queen Anne's,363,5375,307,1800
1323,2021/02/05 15:00:00+00,Somerset,113,2311,69,591
1324,2021/02/05 15:00:00+00,St. Mary's,491,13099,567,4222
1325,2021/02/05 15:00:00+00,Talbot,362,5512,334,1349
1326,2021/02/05 15:00:00+00,Unknown,510,29592,628,8970
1327,2021/02/05 15:00:00+00,Washington,948,14973,443,3883
1328,2021/02/05 15:00:00+00,Wicomico,249,12321,368,3776
1329,2021/02/05 15:00:00+00,Worcester,152,7684,141,1682
1330,2021/02/06 15:00:00+00,Allegany,4,8097,2,1827
1331,2021/02/06 15:00:00+00,Anne Arundel,769,48714,949,16692
1332,2021/02/06 15:00:00+00,Baltimore,3199,90587,613,29719
1333,2021/02/06 15:00:00+00,Baltimore City,971,48176,403,17654
1334,2021/02/06 15:00:00+00,Calvert,71,10802,417,2880
1335,2021/02/06 15:00:00+00,Caroline,8,3824,2,1279
1336,2021/02/06 15:00:00+00,Carroll,174,16717,52,5928
1337,2021/02/06 15:00:00+00,Cecil,298,8902,50,1735
1338,2021/02/06 15:00:00+00,Charles,137,10347,791,2296
1339,2021/02/06 15:00:00+00,Dorchester,3,3382,3,1038
1340,2021/02/06 15:00:00+00,Frederick,170,27173,161,6150
1341,2021/02/06 15:00:00+00,Garrett,13,3586,1,1154
1342,2021/02/06 15:00:00+00,Harford,538,25974,89,8054
1343,2021/02/06 15:00:00+00,Howard,792,35666,419,10814
1344,2021/02/06 15:00:00+00,Kent,20,2914,13,638
1345,2021/02/06 15:00:00+00,Montgomery,1964,88702,248,19972
1346,2021/02/06 15:00:00+00,Prince George's,1086,39442,480,9088
1347,2021/02/06 15:00:00+00,Queen Anne's,57,5432,27,1827
1348,2021/02/06 15:00:00+00,Somerset,8,2319,0,591
1349,2021/02/06 15:00:00+00,St. Mary's,36,13135,981,5203
1350,2021/02/06 15:00:00+00,Talbot,23,5535,11,1360
1351,2021/02/06 15:00:00+00,Unknown,344,29936,189,9159
1352,2021/02/06 15:00:00+00,Washington,10,14983,16,3899
1353,2021/02/06 15:00:00+00,Wicomico,74,12395,19,3795
1354,2021/02/06 15:00:00+00,Worcester,149,7833,53,1735
1355,2021/02/07 15:00:00+00,Allegany,3,8100,0,1827
1356,2021/02/07 15:00:00+00,Anne Arundel,290,49004,76,16768
1357,2021/02/07 15:00:00+00,Baltimore,1379,91966,237,29956
1358,2021/02/07 15:00:00+00,Baltimore City,696,48872,187,17841
1359,2021/02/07 15:00:00+00,Calvert,27,10829,8,2888
1360,2021/02/07 15:00:00+00,Caroline,1,3825,38,1317
1361,2021/02/07 15:00:00+00,Carroll,69,16786,13,5941
1362,2021/02/07 15:00:00+00,Cecil,10,8912,48,1783
1363,2021/02/07 15:00:00+00,Charles,74,10421,36,2332
1364,2021/02/07 15:00:00+00,Dorchester,1,3383,2,1040
1365,2021/02/07 15:00:00+00,Frederick,88,27261,60,6210
1366,2021/02/07 15:00:00+00,Garrett,18,3604,0,1154
1367,2021/02/07 15:00:00+00,Harford,95,26069,139,8193
1368,2021/02/07 15:00:00+00,Howard,710,36376,54,10868
1369,2021/02/07 15:00:00+00,Montgomery,1045,89747,132,20104
1370,2021/02/07 15:00:00+00,Prince George's,814,40256,177,9265
1371,2021/02/07 15:00:00+00,Queen Anne's,19,5451,9,1836
1372,2021/02/07 15:00:00+00,Somerset,8,2327,28,619
1373,2021/02/07 15:00:00+00,St. Mary's,36,13171,145,5348
1374,2021/02/07 15:00:00+00,Talbot,11,5546,3,1363
1375,2021/02/07 15:00:00+00,Unknown,199,30135,65,9224
1376,2021/02/07 15:00:00+00,Washington,14,14997,33,3932
1377,2021/02/07 15:00:00+00,Wicomico,70,12465,4,3799
1378,2021/02/07 15:00:00+00,Worcester,7,7840,11,1746
1379,2021/02/08 15:00:00+00,Allegany,54,8154,126,1953
1380,2021/02/08 15:00:00+00,Anne Arundel,1325,50329,1231,17999
1381,2021/02/08 15:00:00+00,Baltimore,1881,93847,2791,32747
1382,2021/02/08 15:00:00+00,Baltimore City,1089,49961,1068,18909
1383,2021/02/08 15:00:00+00,Calvert,61,10890,99,2987
1384,2021/02/08 15:00:00+00,Caroline,20,3845,26,1343
1385,2021/02/08 15:00:00+00,Carroll,153,16939,264,6205
1386,2021/02/08 15:00:00+00,Cecil,37,8949,95,1878
1387,2021/02/08 15:00:00+00,Charles,99,10520,76,2408
1388,2021/02/08 15:00:00+00,Dorchester,89,3472,26,1066
1389,2021/02/08 15:00:00+00,Frederick,185,27446,508,6718
1390,2021/02/08 15:00:00+00,Garrett,184,3788,207,1361
1391,2021/02/08 15:00:00+00,Harford,254,26323,787,8980
1392,2021/02/08 15:00:00+00,Howard,645,37021,501,11369
1393,2021/02/08 15:00:00+00,Kent,315,3229,5,643
1394,2021/02/08 15:00:00+00,Montgomery,2706,92453,2211,22315
1395,2021/02/08 15:00:00+00,Prince George's,1499,41755,900,10165
1396,2021/02/08 15:00:00+00,Queen Anne's,55,5506,38,1874
1397,2021/02/08 15:00:00+00,Somerset,24,2351,32,651
1398,2021/02/08 15:00:00+00,St. Mary's,20,13191,32,5380
1399,2021/02/08 15:00:00+00,Talbot,63,5609,167,1530
1400,2021/02/08 15:00:00+00,Unknown,375,30510,492,9716
1401,2021/02/08 15:00:00+00,Washington,783,15780,211,4143
1402,2021/02/08 15:00:00+00,Wicomico,169,12634,332,4131
1403,2021/02/08 15:00:00+00,Worcester,134,7974,56,1802
1404,2021/02/09 15:00:00+00,Allegany,199,8353,154,2107
1405,2021/02/09 15:00:00+00,Anne Arundel,1034,51363,600,18599
1406,2021/02/09 15:00:00+00,Baltimore,1574,95421,2653,35400
1407,2021/02/09 15:00:00+00,Baltimore City,1084,51045,1145,20054
1408,2021/02/09 15:00:00+00,Calvert,77,10967,246,3233
1409,2021/02/09 15:00:00+00,Caroline,24,3869,20,1363
1410,2021/02/09 15:00:00+00,Carroll,814,17753,245,6450
1411,2021/02/09 15:00:00+00,Cecil,449,9398,210,2088
1412,2021/02/09 15:00:00+00,Charles,740,11260,94,2502
1413,2021/02/09 15:00:00+00,Dorchester,112,3584,142,1208
1414,2021/02/09 15:00:00+00,Frederick,646,28092,606,7324
1415,2021/02/09 15:00:00+00,Garrett,158,3946,3,1364
1416,2021/02/09 15:00:00+00,Harford,424,26747,710,9690
1417,2021/02/09 15:00:00+00,Howard,1098,38119,412,11781
1418,2021/02/09 15:00:00+00,Kent,76,3305,40,683
1419,2021/02/09 15:00:00+00,Montgomery,3551,96004,2502,24817
1420,2021/02/09 15:00:00+00,Prince George's,1433,43188,919,11084
1421,2021/02/09 15:00:00+00,Queen Anne's,193,5699,69,1943
1422,2021/02/09 15:00:00+00,Somerset,15,2366,21,672
1423,2021/02/09 15:00:00+00,St. Mary's,407,13598,804,6184
1424,2021/02/09 15:00:00+00,Talbot,148,5757,134,1664
1425,2021/02/09 15:00:00+00,Unknown,543,31053,514,10230
1426,2021/02/09 15:00:00+00,Washington,373,16153,254,4397
1427,2021/02/09 15:00:00+00,Wicomico,187,12821,168,4299
1428,2021/02/09 15:00:00+00,Worcester,382,8356,251,2053
1429,2021/02/10 15:00:00+00,Allegany,148,8501,202,2309
1430,2021/02/10 15:00:00+00,Anne Arundel,1571,52934,1720,20319
1431,2021/02/10 15:00:00+00,Baltimore,2222,97643,3021,38421
1432,2021/02/10 15:00:00+00,Baltimore City,1379,52424,1372,21426
1433,2021/02/10 15:00:00+00,Calvert,264,11231,479,3712
1434,2021/02/10 15:00:00+00,Caroline,140,4009,126,1489
1435,2021/02/10 15:00:00+00,Carroll,932,18685,746,7196
1436,2021/02/10 15:00:00+00,Cecil,346,9744,483,2571
1437,2021/02/10 15:00:00+00,Charles,195,11455,582,3084
1438,2021/02/10 15:00:00+00,Dorchester,73,3657,29,1237
1439,2021/02/10 15:00:00+00,Frederick,562,28654,1037,8361
1440,2021/02/10 15:00:00+00,Garrett,204,4150,162,1526
1441,2021/02/10 15:00:00+00,Harford,806,27553,1336,11026
1442,2021/02/10 15:00:00+00,Howard,1527,39646,973,12754
1443,2021/02/10 15:00:00+00,Kent,536,3841,52,735
1444,2021/02/10 15:00:00+00,Montgomery,3054,99058,3817,28634
1445,2021/02/10 15:00:00+00,Prince George's,1861,45049,1136,12220
1446,2021/02/10 15:00:00+00,Queen Anne's,180,5879,230,2173
1447,2021/02/10 15:00:00+00,Somerset,137,2503,65,737
1448,2021/02/10 15:00:00+00,St. Mary's,419,14017,993,7177
1449,2021/02/10 15:00:00+00,Talbot,176,5933,244,1908
1450,2021/02/10 15:00:00+00,Unknown,549,31602,764,10994
