OBJECTID,VACCINATION_DATE,County,DailyFirstDose,CumulativeFirstDose,DailySecondDose,CumulativeSecondDose
1350,2021/02/07 15:00:00+00,Carroll,70,16788,13,5939
1351,2021/02/07 15:00:00+00,Cecil,12,8921,48,1785
1352,2021/02/07 15:00:00+00,Charles,74,10427,36,2327
1353,2021/02/07 15:00:00+00,Dorchester,0,3387,2,1041
1354,2021/02/07 15:00:00+00,Frederick,88,27285,60,6220
1355,2021/02/07 15:00:00+00,Garrett,18,3603,0,1154
1356,2021/02/07 15:00:00+00,Harford,95,26062,139,8196
1357,2021/02/07 15:00:00+00,Howard,699,36373,55,10872
1358,2021/02/07 15:00:00+00,Montgomery,1072,89812,132,20112
1359,2021/02/07 15:00:00+00,Prince George's,832,40310,184,9273
1360,2021/02/07 15:00:00+00,Queen Anne's,19,5452,9,1837
1361,2021/02/07 15:00:00+00,Somerset,8,2328,28,619
1362,2021/02/07 15:00:00+00,St. Mary's,36,13171,145,5349
1363,2021/02/07 15:00:00+00,Talbot,11,5541,3,1364
1364,2021/02/07 15:00:00+00,Unknown,179,30187,66,9237
1365,2021/02/07 15:00:00+00,Washington,14,14997,33,3932
1366,2021/02/07 15:00:00+00,Wicomico,74,12470,4,3800
1367,2021/02/07 15:00:00+00,Worcester,6,7848,11,1744
1368,2021/02/08 15:00:00+00,Allegany,54,8159,126,1954
1369,2021/02/08 15:00:00+00,Anne Arundel,1331,50349,1228,17998
1370,2021/02/08 15:00:00+00,Baltimore,1880,93816,2789,32744
1371,2021/02/08 15:00:00+00,Baltimore City,1099,50028,1068,18915
1372,2021/02/08 15:00:00+00,Calvert,61,10893,99,2987
1373,2021/02/08 15:00:00+00,Caroline,20,3844,26,1343
1374,2021/02/08 15:00:00+00,Carroll,155,16943,264,6203
1375,2021/02/08 15:00:00+00,Cecil,38,8959,95,1880
1376,2021/02/08 15:00:00+00,Charles,100,10527,76,2403
1377,2021/02/08 15:00:00+00,Dorchester,89,3476,26,1067
1378,2021/02/08 15:00:00+00,Frederick,187,27472,509,6729
1379,2021/02/08 15:00:00+00,Garrett,184,3787,207,1361
1380,2021/02/08 15:00:00+00,Harford,265,26327,787,8983
1381,2021/02/08 15:00:00+00,Howard,645,37018,502,11374
1382,2021/02/08 15:00:00+00,Kent,315,3232,5,645
1383,2021/02/08 15:00:00+00,Montgomery,2721,92533,2207,22319
1384,2021/02/08 15:00:00+00,Prince George's,1505,41815,900,10173
1385,2021/02/08 15:00:00+00,Queen Anne's,54,5506,38,1875
1386,2021/02/08 15:00:00+00,Somerset,24,2352,32,651
1387,2021/02/08 15:00:00+00,St. Mary's,20,13191,32,5381
1388,2021/02/08 15:00:00+00,Talbot,63,5604,167,1531
1389,2021/02/08 15:00:00+00,Unknown,375,30562,492,9729
1390,2021/02/08 15:00:00+00,Washington,783,15780,211,4143
1391,2021/02/08 15:00:00+00,Wicomico,169,12639,332,4132
1392,2021/02/08 15:00:00+00,Worcester,135,7983,56,1800
1393,2021/02/09 15:00:00+00,Allegany,199,8358,155,2109
1394,2021/02/09 15:00:00+00,Anne Arundel,1043,51392,602,18600
1395,2021/02/09 15:00:00+00,Baltimore,1573,95389,2652,35396
1396,2021/02/09 15:00:00+00,Baltimore City,1092,51120,1144,20059
1397,2021/02/09 15:00:00+00,Calvert,78,10971,246,3233
1398,2021/02/09 15:00:00+00,Caroline,24,3868,20,1363
1399,2021/02/09 15:00:00+00,Carroll,817,17760,245,6448
1400,2021/02/09 15:00:00+00,Cecil,449,9408,211,2091
1401,2021/02/09 15:00:00+00,Charles,739,11266,96,2499
1402,2021/02/09 15:00:00+00,Dorchester,112,3588,142,1209
1403,2021/02/09 15:00:00+00,Frederick,641,28113,607,7336
1404,2021/02/09 15:00:00+00,Garrett,158,3945,3,1364
1405,2021/02/09 15:00:00+00,Harford,423,26750,710,9693
1406,2021/02/09 15:00:00+00,Howard,1102,38120,412,11786
1407,2021/02/09 15:00:00+00,Kent,77,3309,40,685
1408,2021/02/09 15:00:00+00,Montgomery,3552,96085,2505,24824
1409,2021/02/09 15:00:00+00,Prince George's,1441,43256,930,11103
1410,2021/02/09 15:00:00+00,Queen Anne's,193,5699,68,1943
1411,2021/02/09 15:00:00+00,Somerset,15,2367,21,672
1412,2021/02/09 15:00:00+00,St. Mary's,408,13599,804,6185
1413,2021/02/09 15:00:00+00,Talbot,148,5752,134,1665
1414,2021/02/09 15:00:00+00,Unknown,527,31089,521,10250
1415,2021/02/09 15:00:00+00,Washington,374,16154,254,4397
1416,2021/02/09 15:00:00+00,Wicomico,187,12826,168,4300
1417,2021/02/09 15:00:00+00,Worcester,382,8365,248,2048
1418,2021/02/10 15:00:00+00,Allegany,148,8506,202,2311
1419,2021/02/10 15:00:00+00,Anne Arundel,1571,52963,1719,20319
1420,2021/02/10 15:00:00+00,Baltimore,2220,97609,3023,38419
1421,2021/02/10 15:00:00+00,Baltimore City,1380,52500,1370,21429
1422,2021/02/10 15:00:00+00,Calvert,264,11235,482,3715
1423,2021/02/10 15:00:00+00,Caroline,140,4008,126,1489
1424,2021/02/10 15:00:00+00,Carroll,932,18692,745,7193
1425,2021/02/10 15:00:00+00,Cecil,346,9754,483,2574
1426,2021/02/10 15:00:00+00,Charles,196,11462,581,3080
1427,2021/02/10 15:00:00+00,Dorchester,73,3661,32,1241
1428,2021/02/10 15:00:00+00,Frederick,563,28676,1037,8373
1429,2021/02/10 15:00:00+00,Garrett,204,4149,162,1526
1430,2021/02/10 15:00:00+00,Harford,806,27556,1333,11026
1431,2021/02/10 15:00:00+00,Howard,1527,39647,974,12760
1432,2021/02/10 15:00:00+00,Kent,536,3845,52,737
1433,2021/02/10 15:00:00+00,Montgomery,3058,99143,3819,28643
1434,2021/02/10 15:00:00+00,Prince George's,1860,45116,1138,12241
1435,2021/02/10 15:00:00+00,Queen Anne's,180,5879,230,2173
1436,2021/02/10 15:00:00+00,Somerset,137,2504,65,737
1437,2021/02/10 15:00:00+00,St. Mary's,419,14018,993,7178
1438,2021/02/10 15:00:00+00,Talbot,176,5928,243,1908
1439,2021/02/10 15:00:00+00,Unknown,550,31639,766,11016
1440,2021/02/10 15:00:00+00,Washington,510,16664,305,4702
1441,2021/02/10 15:00:00+00,Wicomico,515,13341,347,4647
1442,2021/02/10 15:00:00+00,Worcester,243,8608,87,2135
1443,2021/02/11 15:00:00+00,Allegany,85,8591,4,2315
1444,2021/02/11 15:00:00+00,Anne Arundel,3145,56108,1654,21973
1445,2021/02/11 15:00:00+00,Baltimore,3023,100632,3123,41542
1446,2021/02/11 15:00:00+00,Baltimore City,1220,53720,1278,22707
1447,2021/02/11 15:00:00+00,Calvert,223,11458,97,3812
1448,2021/02/11 15:00:00+00,Caroline,50,4058,26,1515
1449,2021/02/11 15:00:00+00,Carroll,576,19268,639,7832
1450,2021/02/11 15:00:00+00,Cecil,184,9938,200,2774
1451,2021/02/11 15:00:00+00,Charles,1305,12767,131,3211
1452,2021/02/11 15:00:00+00,Dorchester,108,3769,158,1399
1453,2021/02/11 15:00:00+00,Frederick,564,29240,1210,9583
1454,2021/02/11 15:00:00+00,Garrett,42,4191,3,1529
1455,2021/02/11 15:00:00+00,Harford,826,28382,474,11500
1456,2021/02/11 15:00:00+00,Howard,1474,41121,686,13446
1457,2021/02/11 15:00:00+00,Kent,32,3877,15,752
1458,2021/02/11 15:00:00+00,Montgomery,4849,103992,3502,32145
1459,2021/02/11 15:00:00+00,Prince George's,2130,47246,1361,13602
1460,2021/02/11 15:00:00+00,Queen Anne's,183,6062,55,2228
1461,2021/02/11 15:00:00+00,Somerset,34,2538,53,790
1462,2021/02/11 15:00:00+00,St. Mary's,100,14118,32,7210
1463,2021/02/11 15:00:00+00,Talbot,211,6139,72,1980
1464,2021/02/11 15:00:00+00,Unknown,663,32302,674,11690
1465,2021/02/11 15:00:00+00,Washington,504,17168,505,5207
1466,2021/02/11 15:00:00+00,Wicomico,460,13801,450,5097
1467,2021/02/11 15:00:00+00,Worcester,364,8972,149,2284
1468,2021/02/12 15:00:00+00,Allegany,340,8931,537,2852
1469,2021/02/12 15:00:00+00,Anne Arundel,2208,58316,1771,23744
1470,2021/02/12 15:00:00+00,Baltimore,2808,103440,2102,43644
1471,2021/02/12 15:00:00+00,Baltimore City,1451,55171,1472,24179
1472,2021/02/12 15:00:00+00,Calvert,157,11615,484,4296
1473,2021/02/12 15:00:00+00,Caroline,35,4093,38,1553
1474,2021/02/12 15:00:00+00,Carroll,482,19750,605,8437
1475,2021/02/12 15:00:00+00,Cecil,74,10012,352,3126
1476,2021/02/12 15:00:00+00,Charles,250,13017,486,3697
1477,2021/02/12 15:00:00+00,Dorchester,80,3849,166,1565
1478,2021/02/12 15:00:00+00,Frederick,831,30071,1560,11143
1479,2021/02/12 15:00:00+00,Garrett,157,4348,232,1761
1480,2021/02/12 15:00:00+00,Harford,675,29057,579,12079
1481,2021/02/12 15:00:00+00,Howard,1778,42899,982,14428
1482,2021/02/12 15:00:00+00,Kent,21,3898,23,775
1483,2021/02/12 15:00:00+00,Montgomery,4486,108478,3675,35820
1484,2021/02/12 15:00:00+00,Prince George's,2141,49387,1695,15297
1485,2021/02/12 15:00:00+00,Queen Anne's,337,6399,405,2633
1486,2021/02/12 15:00:00+00,Somerset,16,2554,2,792
1487,2021/02/12 15:00:00+00,St. Mary's,46,14164,99,7309
1488,2021/02/12 15:00:00+00,Talbot,121,6260,149,2129
1489,2021/02/12 15:00:00+00,Unknown,680,32982,856,12546
1490,2021/02/12 15:00:00+00,Washington,374,17542,451,5658
1491,2021/02/12 15:00:00+00,Wicomico,80,13881,40,5137
1492,2021/02/12 15:00:00+00,Worcester,93,9065,93,2377
1493,2021/02/13 15:00:00+00,Allegany,46,8977,70,2922
1494,2021/02/13 15:00:00+00,Anne Arundel,678,58994,1272,25016
1495,2021/02/13 15:00:00+00,Baltimore,3139,106579,705,44349
1496,2021/02/13 15:00:00+00,Baltimore City,1390,56561,609,24788
1497,2021/02/13 15:00:00+00,Calvert,38,11653,9,4305
1498,2021/02/13 15:00:00+00,Caroline,1,4094,1,1554
1499,2021/02/13 15:00:00+00,Carroll,193,19943,79,8516
1500,2021/02/13 15:00:00+00,Cecil,273,10285,8,3134
1501,2021/02/13 15:00:00+00,Charles,60,13077,8,3705
1502,2021/02/13 15:00:00+00,Dorchester,1,3850,3,1568
1503,2021/02/13 15:00:00+00,Frederick,650,30721,706,11849
1504,2021/02/13 15:00:00+00,Garrett,29,4377,80,1841
1505,2021/02/13 15:00:00+00,Harford,197,29254,68,12147
1506,2021/02/13 15:00:00+00,Howard,779,43678,512,14940
1507,2021/02/13 15:00:00+00,Kent,2,3900,3,778
1508,2021/02/13 15:00:00+00,Montgomery,1798,110276,580,36400
1509,2021/02/13 15:00:00+00,Prince George's,1102,50489,223,15520
1510,2021/02/13 15:00:00+00,Queen Anne's,32,6431,19,2652
1511,2021/02/13 15:00:00+00,Somerset,3,2557,6,798
1512,2021/02/13 15:00:00+00,St. Mary's,11,14175,4,7313
1513,2021/02/13 15:00:00+00,Talbot,18,6278,7,2136
1514,2021/02/13 15:00:00+00,Unknown,246,33228,163,12709
1515,2021/02/13 15:00:00+00,Washington,20,17562,41,5699
1516,2021/02/13 15:00:00+00,Wicomico,17,13898,47,5184
1517,2021/02/13 15:00:00+00,Worcester,52,9117,656,3033
1518,2021/02/14 15:00:00+00,Allegany,5,8982,18,2940
1519,2021/02/14 15:00:00+00,Anne Arundel,792,59786,624,25640
1520,2021/02/14 15:00:00+00,Baltimore,647,107226,214,44563
1521,2021/02/14 15:00:00+00,Baltimore City,171,56732,112,24900
1522,2021/02/14 15:00:00+00,Calvert,86,11739,6,4311
1523,2021/02/14 15:00:00+00,Caroline,3,4097,6,1560
1524,2021/02/14 15:00:00+00,Carroll,131,20074,14,8530
1525,2021/02/14 15:00:00+00,Cecil,5,10290,1,3135
1526,2021/02/14 15:00:00+00,Charles,120,13197,9,3714
1527,2021/02/14 15:00:00+00,Dorchester,2,3852,2,1570
1528,2021/02/14 15:00:00+00,Frederick,246,30967,18,11867
1529,2021/02/14 15:00:00+00,Garrett,14,4391,0,1841
1530,2021/02/14 15:00:00+00,Harford,169,29423,15,12162
1531,2021/02/14 15:00:00+00,Howard,581,44259,73,15013
1532,2021/02/14 15:00:00+00,Kent,1,3901,3,781
1533,2021/02/14 15:00:00+00,Montgomery,1857,112133,277,36677
1534,2021/02/14 15:00:00+00,Prince George's,1443,51932,181,15701
1535,2021/02/14 15:00:00+00,Queen Anne's,40,6471,13,2665
1536,2021/02/14 15:00:00+00,Somerset,0,2557,1,799
1537,2021/02/14 15:00:00+00,St. Mary's,26,14201,3,7316
1538,2021/02/14 15:00:00+00,Talbot,12,6290,19,2155
1539,2021/02/14 15:00:00+00,Unknown,365,33593,109,12818
1540,2021/02/14 15:00:00+00,Washington,41,17603,138,5837
1541,2021/02/14 15:00:00+00,Wicomico,15,13913,0,5184
1542,2021/02/14 15:00:00+00,Worcester,39,9156,0,3033
1543,2021/02/15 15:00:00+00,Allegany,36,9018,28,2968
1544,2021/02/15 15:00:00+00,Anne Arundel,1921,61707,431,26071
1545,2021/02/15 15:00:00+00,Baltimore,1276,108502,3265,47828
1546,2021/02/15 15:00:00+00,Baltimore City,833,57565,1017,25917
1547,2021/02/15 15:00:00+00,Calvert,147,11886,16,4327
1548,2021/02/15 15:00:00+00,Caroline,3,4100,6,1566
1549,2021/02/15 15:00:00+00,Carroll,233,20307,264,8794
1550,2021/02/15 15:00:00+00,Cecil,253,10543,75,3210
1551,2021/02/15 15:00:00+00,Charles,224,13421,56,3770
1552,2021/02/15 15:00:00+00,Dorchester,6,3858,6,1576
1553,2021/02/15 15:00:00+00,Frederick,397,31364,794,12661
1554,2021/02/15 15:00:00+00,Garrett,4,4395,0,1841
1555,2021/02/15 15:00:00+00,Harford,379,29802,622,12784
1556,2021/02/15 15:00:00+00,Howard,869,45128,1030,16043
1557,2021/02/15 15:00:00+00,Kent,89,3990,181,962
1558,2021/02/15 15:00:00+00,Montgomery,2013,114146,1766,38443
1559,2021/02/15 15:00:00+00,Prince George's,1403,53335,491,16192
1560,2021/02/15 15:00:00+00,Queen Anne's,66,6537,28,2693
1561,2021/02/15 15:00:00+00,Somerset,2,2559,17,816
1562,2021/02/15 15:00:00+00,St. Mary's,220,14421,8,7324
1563,2021/02/15 15:00:00+00,Talbot,29,6319,79,2234
1564,2021/02/15 15:00:00+00,Unknown,407,34000,438,13256
1565,2021/02/15 15:00:00+00,Washington,251,17854,377,6214
1566,2021/02/15 15:00:00+00,Wicomico,34,13947,424,5608
1567,2021/02/15 15:00:00+00,Worcester,47,9203,83,3116
1568,2021/02/16 15:00:00+00,Allegany,119,9137,292,3260
1569,2021/02/16 15:00:00+00,Anne Arundel,2188,63895,1274,27345
1570,2021/02/16 15:00:00+00,Baltimore,1605,110107,4295,52123
1571,2021/02/16 15:00:00+00,Baltimore City,1341,58906,1891,27808
1572,2021/02/16 15:00:00+00,Calvert,117,12003,378,4705
1573,2021/02/16 15:00:00+00,Caroline,9,4109,35,1601
1574,2021/02/16 15:00:00+00,Carroll,497,20804,454,9248
1575,2021/02/16 15:00:00+00,Cecil,246,10789,492,3702
1576,2021/02/16 15:00:00+00,Charles,200,13621,151,3921
1577,2021/02/16 15:00:00+00,Dorchester,48,3906,264,1840
1578,2021/02/16 15:00:00+00,Frederick,642,32006,906,13567
1579,2021/02/16 15:00:00+00,Garrett,41,4436,81,1922
1580,2021/02/16 15:00:00+00,Harford,372,30174,1046,13830
1581,2021/02/16 15:00:00+00,Howard,1040,46168,1108,17151
1582,2021/02/16 15:00:00+00,Kent,27,4017,51,1013
1583,2021/02/16 15:00:00+00,Montgomery,3749,117895,2611,41054
1584,2021/02/16 15:00:00+00,Prince George's,2396,55731,1398,17590
1585,2021/02/16 15:00:00+00,Queen Anne's,106,6643,116,2809
1586,2021/02/16 15:00:00+00,Somerset,37,2596,32,848
1587,2021/02/16 15:00:00+00,St. Mary's,37,14458,588,7912
1588,2021/02/16 15:00:00+00,Talbot,82,6401,138,2372
1589,2021/02/16 15:00:00+00,Unknown,617,34617,611,13867
1590,2021/02/16 15:00:00+00,Washington,401,18255,844,7058
1591,2021/02/16 15:00:00+00,Wicomico,270,14217,571,6179
1592,2021/02/16 15:00:00+00,Worcester,277,9480,603,3719
1593,2021/02/17 15:00:00+00,Allegany,62,9199,916,4176
1594,2021/02/17 15:00:00+00,Anne Arundel,3333,67228,2057,29402
1595,2021/02/17 15:00:00+00,Baltimore,1616,111723,4176,56299
1596,2021/02/17 15:00:00+00,Baltimore City,1157,60063,1883,29691
1597,2021/02/17 15:00:00+00,Calvert,307,12310,403,5108
1598,2021/02/17 15:00:00+00,Caroline,159,4268,69,1670
1599,2021/02/17 15:00:00+00,Carroll,1092,21896,954,10202
1600,2021/02/17 15:00:00+00,Cecil,196,10985,402,4104
1601,2021/02/17 15:00:00+00,Charles,213,13834,1308,5229
1602,2021/02/17 15:00:00+00,Dorchester,233,4139,56,1896
1603,2021/02/17 15:00:00+00,Frederick,728,32734,1781,15348
1604,2021/02/17 15:00:00+00,Garrett,263,4699,29,1951
1605,2021/02/17 15:00:00+00,Harford,776,30950,1561,15391
1606,2021/02/17 15:00:00+00,Howard,1946,48114,795,17946
1607,2021/02/17 15:00:00+00,Kent,200,4217,89,1102
1608,2021/02/17 15:00:00+00,Montgomery,4302,122197,3640,44694
1609,2021/02/17 15:00:00+00,Prince George's,1958,57689,1976,19566
1610,2021/02/17 15:00:00+00,Queen Anne's,204,6847,96,2905
1611,2021/02/17 15:00:00+00,Somerset,19,2615,219,1067
1612,2021/02/17 15:00:00+00,St. Mary's,57,14515,655,8567
1613,2021/02/17 15:00:00+00,Talbot,330,6731,197,2569
1614,2021/02/17 15:00:00+00,Unknown,619,35236,611,14478
1615,2021/02/17 15:00:00+00,Washington,197,18452,877,7935
1616,2021/02/17 15:00:00+00,Wicomico,339,14556,476,6655
1617,2021/02/17 15:00:00+00,Worcester,181,9661,182,3901
1618,2021/02/18 15:00:00+00,Allegany,56,9255,85,4261
1619,2021/02/18 15:00:00+00,Anne Arundel,262,67490,254,29656
1620,2021/02/18 15:00:00+00,Baltimore,388,112111,627,56926
1621,2021/02/18 15:00:00+00,Baltimore City,189,60252,233,29924
1622,2021/02/18 15:00:00+00,Calvert,26,12336,153,5261
1623,2021/02/18 15:00:00+00,Caroline,14,4282,50,1720
1624,2021/02/18 15:00:00+00,Carroll,47,21943,50,10252
1625,2021/02/18 15:00:00+00,Cecil,9,10994,11,4115
1626,2021/02/18 15:00:00+00,Charles,98,13932,118,5347
1627,2021/02/18 15:00:00+00,Dorchester,23,4162,136,2032
1628,2021/02/18 15:00:00+00,Frederick,178,32912,116,15464
1629,2021/02/18 15:00:00+00,Garrett,25,4724,16,1967
1630,2021/02/18 15:00:00+00,Harford,69,31019,162,15553
1631,2021/02/18 15:00:00+00,Howard,195,48309,117,18063
1632,2021/02/18 15:00:00+00,Kent,2,4219,4,1106
1633,2021/02/18 15:00:00+00,Montgomery,663,122860,557,45251
1634,2021/02/18 15:00:00+00,Prince George's,346,58035,177,19743
1635,2021/02/18 15:00:00+00,Queen Anne's,41,6888,9,2914
1636,2021/02/18 15:00:00+00,Somerset,95,2710,52,1119
1637,2021/02/18 15:00:00+00,St. Mary's,11,14526,31,8598
1638,2021/02/18 15:00:00+00,Talbot,53,6784,103,2672
1639,2021/02/18 15:00:00+00,Unknown,250,35486,134,14612
1640,2021/02/18 15:00:00+00,Washington,21,18473,4,7939
1641,2021/02/18 15:00:00+00,Wicomico,136,14692,457,7112
1642,2021/02/18 15:00:00+00,Worcester,93,9754,438,4339
1643,2021/02/19 15:00:00+00,Allegany,62,9317,1002,5263
1644,2021/02/19 15:00:00+00,Anne Arundel,1562,69052,935,30591
1645,2021/02/19 15:00:00+00,Baltimore,1211,113322,2360,59286
1646,2021/02/19 15:00:00+00,Baltimore City,868,61120,1343,31267
1647,2021/02/19 15:00:00+00,Calvert,54,12390,324,5585
1648,2021/02/19 15:00:00+00,Caroline,44,4326,517,2237
1649,2021/02/19 15:00:00+00,Carroll,204,22147,230,10482
1650,2021/02/19 15:00:00+00,Cecil,73,11067,529,4644
1651,2021/02/19 15:00:00+00,Charles,166,14098,207,5554
1652,2021/02/19 15:00:00+00,Dorchester,44,4206,204,2236
1653,2021/02/19 15:00:00+00,Frederick,213,33125,599,16063
1654,2021/02/19 15:00:00+00,Garrett,13,4737,61,2028
1655,2021/02/19 15:00:00+00,Harford,602,31621,1134,16687
1656,2021/02/19 15:00:00+00,Howard,627,48936,614,18677
1657,2021/02/19 15:00:00+00,Kent,5,4224,42,1148
1658,2021/02/19 15:00:00+00,Montgomery,2955,125815,3401,48652
1659,2021/02/19 15:00:00+00,Prince George's,713,58748,1708,21451
1660,2021/02/19 15:00:00+00,Queen Anne's,57,6945,86,3000
1661,2021/02/19 15:00:00+00,Somerset,38,2748,214,1333
1662,2021/02/19 15:00:00+00,St. Mary's,5,14531,32,8630
1663,2021/02/19 15:00:00+00,Talbot,90,6874,643,3315
1664,2021/02/19 15:00:00+00,Unknown,456,35942,669,15281
1665,2021/02/19 15:00:00+00,Washington,35,18508,893,8832
1666,2021/02/19 15:00:00+00,Wicomico,328,15020,686,7798
1667,2021/02/19 15:00:00+00,Worcester,183,9937,202,4541
1668,2021/02/20 15:00:00+00,Allegany,18,9335,2,5265
1669,2021/02/20 15:00:00+00,Anne Arundel,801,69853,1923,32514
1670,2021/02/20 15:00:00+00,Baltimore,1309,114631,3311,62597
1671,2021/02/20 15:00:00+00,Baltimore City,975,62095,1135,32402
1672,2021/02/20 15:00:00+00,Calvert,612,13002,86,5671
1673,2021/02/20 15:00:00+00,Caroline,13,4339,28,2265
1674,2021/02/20 15:00:00+00,Carroll,151,22298,763,11245
1675,2021/02/20 15:00:00+00,Cecil,235,11302,259,4903
1676,2021/02/20 15:00:00+00,Charles,81,14179,950,6504
1677,2021/02/20 15:00:00+00,Dorchester,10,4216,6,2242
1678,2021/02/20 15:00:00+00,Frederick,199,33324,1084,17147
1679,2021/02/20 15:00:00+00,Garrett,4,4741,0,2028
1680,2021/02/20 15:00:00+00,Harford,231,31852,529,17216
1681,2021/02/20 15:00:00+00,Howard,677,49613,2978,21655
1682,2021/02/20 15:00:00+00,Kent,2,4226,19,1167
1683,2021/02/20 15:00:00+00,Montgomery,2546,128361,2542,51194
1684,2021/02/20 15:00:00+00,Prince George's,1217,59965,1571,23022
1685,2021/02/20 15:00:00+00,Queen Anne's,48,6993,71,3071
1686,2021/02/20 15:00:00+00,Somerset,35,2783,144,1477
1687,2021/02/20 15:00:00+00,St. Mary's,25,14556,1164,9794
1688,2021/02/20 15:00:00+00,Talbot,22,6896,20,3335
1689,2021/02/20 15:00:00+00,Unknown,419,36361,404,15685
1690,2021/02/20 15:00:00+00,Washington,37,18545,67,8899
1691,2021/02/20 15:00:00+00,Wicomico,373,15393,225,8023
1692,2021/02/20 15:00:00+00,Worcester,61,9998,251,4792
1693,2021/02/21 15:00:00+00,Allegany,31,9366,2,5267
1694,2021/02/21 15:00:00+00,Anne Arundel,733,70586,1024,33538
1695,2021/02/21 15:00:00+00,Baltimore,523,115154,637,63234
1696,2021/02/21 15:00:00+00,Baltimore City,199,62294,251,32653
1697,2021/02/21 15:00:00+00,Calvert,20,13022,15,5686
1698,2021/02/21 15:00:00+00,Caroline,5,4344,1,2266
1699,2021/02/21 15:00:00+00,Carroll,102,22400,92,11337
1700,2021/02/21 15:00:00+00,Cecil,9,11311,349,5252
1701,2021/02/21 15:00:00+00,Charles,67,14246,33,6537
1702,2021/02/21 15:00:00+00,Dorchester,6,4222,0,2242
1703,2021/02/21 15:00:00+00,Frederick,158,33482,1377,18524
1704,2021/02/21 15:00:00+00,Garrett,2,4743,0,2028
1705,2021/02/21 15:00:00+00,Harford,86,31938,145,17361
1706,2021/02/21 15:00:00+00,Howard,441,50054,322,21977
1707,2021/02/21 15:00:00+00,Kent,2,4228,24,1191
1708,2021/02/21 15:00:00+00,Montgomery,2540,130901,1984,53178
1709,2021/02/21 15:00:00+00,Prince George's,730,60695,640,23662
1710,2021/02/21 15:00:00+00,Queen Anne's,36,7029,19,3090
1711,2021/02/21 15:00:00+00,Somerset,1,2784,0,1477
1712,2021/02/21 15:00:00+00,St. Mary's,9,14565,2,9796
1713,2021/02/21 15:00:00+00,Talbot,17,6913,7,3342
1714,2021/02/21 15:00:00+00,Unknown,210,36571,156,15841
1715,2021/02/21 15:00:00+00,Washington,22,18567,49,8948
1716,2021/02/21 15:00:00+00,Wicomico,23,15416,1,8024
1717,2021/02/21 15:00:00+00,Worcester,15,10013,3,4795
1718,2021/02/22 15:00:00+00,Allegany,174,9540,655,5922
1719,2021/02/22 15:00:00+00,Anne Arundel,657,71243,1408,34946
1720,2021/02/22 15:00:00+00,Baltimore,912,116066,2799,66033
1721,2021/02/22 15:00:00+00,Baltimore City,446,62740,1174,33827
1722,2021/02/22 15:00:00+00,Calvert,60,13082,49,5735
1723,2021/02/22 15:00:00+00,Caroline,7,4351,31,2297
1724,2021/02/22 15:00:00+00,Carroll,307,22707,283,11620
1725,2021/02/22 15:00:00+00,Cecil,123,11434,44,5296
1726,2021/02/22 15:00:00+00,Charles,86,14332,161,6698
1727,2021/02/22 15:00:00+00,Dorchester,16,4238,21,2263
1728,2021/02/22 15:00:00+00,Frederick,335,33817,328,18852
1729,2021/02/22 15:00:00+00,Garrett,4,4747,10,2038
1730,2021/02/22 15:00:00+00,Harford,184,32122,850,18211
1731,2021/02/22 15:00:00+00,Howard,462,50516,476,22453
1732,2021/02/22 15:00:00+00,Kent,37,4265,78,1269
1733,2021/02/22 15:00:00+00,Montgomery,1927,132828,2680,55858
1734,2021/02/22 15:00:00+00,Prince George's,786,61481,1383,25045
1735,2021/02/22 15:00:00+00,Queen Anne's,44,7073,576,3666
1736,2021/02/22 15:00:00+00,Somerset,136,2920,25,1502
1737,2021/02/22 15:00:00+00,St. Mary's,665,15230,68,9864
1738,2021/02/22 15:00:00+00,Talbot,31,6944,160,3502
1739,2021/02/22 15:00:00+00,Unknown,304,36875,387,16228
1740,2021/02/22 15:00:00+00,Washington,37,18604,490,9438
1741,2021/02/22 15:00:00+00,Wicomico,57,15473,350,8374
1742,2021/02/22 15:00:00+00,Worcester,43,10056,75,4870
1743,2021/02/23 15:00:00+00,Allegany,335,9875,47,5969
1744,2021/02/23 15:00:00+00,Anne Arundel,1417,72660,1682,36628
1745,2021/02/23 15:00:00+00,Baltimore,3160,119226,1786,67819
1746,2021/02/23 15:00:00+00,Baltimore City,1377,64117,1050,34877
1747,2021/02/23 15:00:00+00,Calvert,308,13390,182,5917
1748,2021/02/23 15:00:00+00,Caroline,6,4357,56,2353
1749,2021/02/23 15:00:00+00,Carroll,836,23543,181,11801
1750,2021/02/23 15:00:00+00,Cecil,62,11496,842,6138
1751,2021/02/23 15:00:00+00,Charles,801,15133,120,6818
1752,2021/02/23 15:00:00+00,Dorchester,16,4254,80,2343
1753,2021/02/23 15:00:00+00,Frederick,507,34324,639,19491
1754,2021/02/23 15:00:00+00,Garrett,16,4763,17,2055
1755,2021/02/23 15:00:00+00,Harford,448,32570,610,18821
1756,2021/02/23 15:00:00+00,Howard,1072,51588,551,23004
1757,2021/02/23 15:00:00+00,Kent,11,4276,225,1494
1758,2021/02/23 15:00:00+00,Montgomery,2534,135362,2729,58587
1759,2021/02/23 15:00:00+00,Prince George's,1435,62916,1548,26593
1760,2021/02/23 15:00:00+00,Queen Anne's,72,7145,156,3822
1761,2021/02/23 15:00:00+00,Somerset,2,2922,18,1520
1762,2021/02/23 15:00:00+00,St. Mary's,39,15269,1075,10939
